,H2OT_MEAN,H2OT_STD,H2OT_3550_M,H2OT_3550_STD,H2OT_3550_SAT,H2Om_1635_BP,H2Om_1635_STD,CO2_MEAN,CO2_STD,CO2_1515_BP,CO2_1515_STD,CO2_1430_BP,CO2_1430_STD,H2Om_5200_M,H2Om_5200_STD,OH_4500_M,OH_4500_STD,PH_5200_S2N,ERR_5200,PH_4500_S2N,ERR_4500,H2O_EXP,H2O_EXP_STD,CO2_EXP,CO2_EXP_STD
CI_Ref_20_chip1_100x100_256s_sp1,0.7857996961388973,0.0773042503169751,0.7857996961388973,0.0773042503169751,-,0.1686104424430997,0.0322414810680895,2505.4085134852176,137.71290315094606,2506.9559246703748,194.00817922872656,2503.86110230006,195.49987511351944,0.3281346197455178,0.0792779847009786,0.4906221551709263,0.1244097453835376,11.668357341281114,-,17.65299366928113,-,,,,
CI_Ref_20_chip1_100x100_256s_sp2,0.8415500415355486,0.0890046817766994,0.8415500415355486,0.0890046817766994,-,0.1891805835555764,0.037288233812386,2720.1843957228493,167.70490629298405,2734.233350718615,237.1741236349627,2706.135440727084,237.16698222337288,0.3896975939912527,0.093563418898861,0.4886839445952491,0.1258950286291114,15.50988206204719,-,8.684318487009158,-,,,,
CI_Ref_20_chip1_100x100_256s_sp3,0.7575393358735276,0.0794955211506828,0.7575393358735276,0.0794955211506828,-,0.1662234943525726,0.033477086679864,2499.7511896736933,152.72177374310826,2492.416816757216,214.25495446199645,2507.085562590172,217.6937647004444,0.3382918302021871,0.0844657258362759,0.457144292703238,0.1170206850844526,14.03192374301228,-,17.352750369016032,-,,,,
CI_Ref_20_chip1_100x100_256s_sp4,0.7986261995258912,0.0802961814111066,0.7986261995258912,0.0802961814111066,-,0.1643610344387158,0.0318951848253535,2537.038808359729,144.8310965217299,2538.72113562218,204.0517199124885,2535.3564810972784,205.5895952608057,0.2564053651960488,0.0613645475722115,0.5128669702036506,0.1301615141000552,12.59028298956296,-,7.428236476883474,-,,,,
CI_Ref_22_1_100x100_256s_sp1,0.8386345400766547,0.1071179308966617,0.8386345400766547,0.1071179308966617,-,0.0730546237127679,0.0258903606025321,1774.7300113847575,145.93810576381148,1722.8991162273103,199.4174936954438,1826.5609065422043,213.12997457876577,0.3074749100086983,0.0794732973256939,0.3349117085184436,0.0957277565883479,3.5327035106801348,*,3.3902870353566907,*,,,,
CI_Ref_22_1_100x100_256s_sp2,1.0778871079536676,0.1575705812585901,1.0778871079536676,0.1575705812585901,-,0.2471369127035548,0.0575027475415926,2666.262348274835,253.2487573888056,2698.066396180547,360.1230054558027,2634.4583003691223,356.1616956066112,2.0338209024644653,0.5990659500838514,2.341910015464824,0.6754112120133429,4.76687747032148,-,4.122305681020795,-,,,,
CI_Ref_22_1_100x100_256s_sp3,0.8431924366973517,0.1074423314684476,0.8431924366973517,0.1074423314684476,-,0.2293089307367215,0.0494014858422096,1990.617439280136,160.66566737694393,2014.8739304780088,228.7818644260656,1966.3609480822631,225.63839479230583,1.0371360972320771,0.266011983098962,2.365476923639255,0.6450071995822442,10.855978912917536,-,4.522642082758295,-,,,,
CI_Ref_23_1_100x100_256s_040523_sp1,0.3106187521102207,0.0283435561348884,0.3106187521102207,0.0283435561348884,-,0.0320699078033746,0.0125236476509113,822.5125914644874,46.3670655903476,882.0957912409117,67.57665098468537,762.9293916880631,63.506025915124056,0.1392777962982144,0.0334565206098961,0.1827903110240107,0.0458604786484691,8.444714034307658,-,7.797606562976623,-,,,,
CI_Ref_23_1_100x100_256s_040523_sp3,0.3997622230562137,0.0362279616179365,0.3997622230562137,0.0362279616179365,-,0.0142562607916491,0.0093805958848924,1020.2051808524948,52.66004283827061,1018.9980458410506,73.88895380133593,1021.4123158639388,75.05160193532201,0.2208805452847445,0.0538805499989053,0.4660054233601542,0.1167213843720556,4.194414153819902,-,4.640415597697773,-,,,,
CI_Ref_23_1_100x100_256s_060223_sp1,1.0211263708155276,0.0930220428904577,1.0211263708155276,0.0930220428904577,-,0.1562988370049972,0.0288939526992037,2047.175363080294,99.37026762350824,2016.893806561926,138.03723120530353,2077.456919598662,142.9808488974806,0.467425781419461,0.1268944001360485,0.7538269649125179,0.1975293881980453,18.553844362799413,-,13.226275505195744,-,,,,
CI_Ref_23_1_100x100_256s_060223_sp3,0.9872426230741662,0.0893106143684698,0.9872426230741662,0.0893106143684698,-,0.1307649417673743,0.024769147163728,2213.8122460306176,105.79762439400842,2118.9007143833487,142.78740132232184,2308.723777677887,156.15475443700376,0.2379791373739734,0.0565565449805402,0.4015352884812012,0.101057393691862,9.813800662549037,-,6.355920273348205,-,,,,
CI_Ref_23_1_100x100_256s_sp2,0.994802829415564,0.0905443952880784,0.994802829415564,0.0905443952880784,-,0.2551873069621586,0.0448282954036166,2297.086870844946,111.44555242931142,2347.6257239688844,159.774552682046,2246.5480177210084,155.41086493662442,0.1649336386526075,0.0498213154986431,0.2530063868583544,0.063521594473925,8.4825968608514,-,5.73944345184102,-,,,,
CI_Ref_23_1_100x100_256s_sp4,1.157840398140573,0.2115686921944594,1.157840398140573,0.2115686921944594,-,0.4694177982557487,0.1157465719529119,2934.5834725985314,362.0658482448131,3096.674999337127,534.9379333502187,2772.491945859936,488.0656936560293,2.9488587496720826,0.8595101778273775,5.2959372160795,1.6232477889668562,4.620478622602415,-,5.378714533321651,-,,,,
CI_Ref_23_1_100x100_256s_sp5,1.1600777394419133,0.2760927951436188,1.1600777394419133,0.2760927951436188,-,0.2774487036046952,0.0894251560677258,2143.872608490942,355.1274642594921,1981.9368629453063,463.4767594571761,2305.8083540365783,538.19267639813,0.7456069409537786,0.2633474956031283,1.187155715203113,0.4142926826760022,5.712262561187532,-,5.538714634353234,-,,,,
CI_Ref_23_2_100x100_256s_sp1,1.039075923104658,0.0945947308688055,1.039075923104658,0.0945947308688055,-,0.1817252067166212,0.0327988130304862,2036.0428647050749,99.24163285428776,2031.0402320946744,139.2719852418179,2041.0454973154751,141.41754096696718,0.5657626840131623,0.1329351538069793,0.4027450245923487,0.1010564225035706,26.872644408140577,-,10.245071425490837,-,,,,
CI_Ref_24_1_100x100_256s_sp1,0.5686988064744154,0.0648590776992779,0.5686988064744154,0.0648590776992779,-,0.0958596823500568,0.0255025069374211,1139.6603026252092,85.82884398925118,1146.86692576318,120.36142517260228,1132.453679487238,122.39072339252245,0.2713433005985007,0.0710949756418892,0.5424469520655253,0.1439366128698494,3.232046379877177,*,3.771369904058206,*,,,,
CI_Ref_24_chip1_100x100_256s_sp3,0.9376706471368166,0.1060734450077324,0.9376706471368166,0.1060734450077324,-,0.1147997662465622,0.027635997655482,959.9804485277388,73.70377677918817,952.2274265969974,101.6657301428958,967.7334704584804,106.73830690327388,0.2616791381661125,0.0662006691501301,0.5385404975816387,0.1427311736592132,9.778211786048614,-,8.975878008902859,-,,,,
CI_Ref_24_chip1_100x100_256s_sp4,0.9673656222652952,0.1062842804164965,0.9673656222652952,0.1062842804164965,-,0.1137454007422482,0.0268235111545274,950.2164926425824,70.12540200116857,943.8280005881433,96.95063949648728,956.6049846970216,101.345259013553,0.2870497700892358,0.0716239913168028,0.5359072012148894,0.1410517705199659,11.107699135765754,-,8.618908606277293,-,,,,
CI_Ref_24_chip1_100x100_256s_sp5,0.9448557806649928,0.1098469241455509,0.9448557806649928,0.1098469241455509,-,0.1259787906587697,0.0299441778138499,949.8785356384504,75.58713872240928,966.2242703795594,106.09448504459247,933.5328008973416,107.69225786511176,0.3415146893249002,0.0850586858946386,0.4966856119461384,0.1318783016981816,6.949810441428091,-,10.699729303738875,-,,,,
CI_Ref_24_chip1_100x100_256s_sp6,1.0122850846987623,0.114964755087969,1.0122850846987623,0.114964755087969,-,0.1258578080420554,0.029373621576581,1030.5561122420074,78.53219696864552,1019.6573106911048,108.20072785362636,1041.4549137929102,113.85001684160626,0.3066801150969367,0.0821061001197301,0.5457596143691387,0.1439011779408205,7.391825041882545,-,8.230073043949956,-,,,,
CI_Ref_25_1_100x100_256s_050923_sp1,0.897866712110802,0.0860147216189074,0.897866712110802,0.0860147216189074,-,0.3552497296625667,0.0640574357560899,6368.05425129029,324.17548100356424,6336.026668536651,455.4161957304305,6400.08183404393,461.47053925683184,0.2023418176611862,0.0648538755133553,0.4817082191562402,0.1264435097534458,2.3327895577839257,*,5.405666312032267,-,,,,
CI_Ref_25_1_100x100_256s_050923_sp2,0.9906478299752582,0.1011712491583922,0.9906478299752582,0.1011712491583922,-,0.3814675878745058,0.0703987182182592,6779.640766419582,385.1823508012439,6742.0600719098575,541.8863432108008,6817.221460929307,547.5590968258279,0.2587497760466569,0.0688207259686233,0.6298039083148872,0.1705322406092221,6.479488361206255,-,6.99740199023836,-,,,,
CI_Ref_25_1_100x100_256s_051423_sp1,0.5001342996054646,0.0478060952263265,0.5001342996054646,0.0478060952263265,-,0.2370509722659066,0.0437489745126214,4348.128712808828,222.2305059957025,4294.859564257026,309.8259744178774,4401.397861360631,318.6745310758872,0.1386454095564523,0.0368673416666637,0.4117167102672813,0.1136716072360172,2.8647125952043595,*,16.551990721698093,-,,,,
CI_Ref_25_1_100x100_256s_051423_sp2,0.6426539643825797,0.0655031683672884,0.6426539643825797,0.0655031683672884,-,0.3083508032527807,0.0575999744635787,5523.422128824144,314.3379661531744,5525.12437025597,444.1613349552772,5521.71988739232,444.9203708440453,0.2887374060727319,0.0751548782674378,0.321103236197504,0.0884530661926166,6.574275932654804,-,5.358917744203169,-,,,,
CI_Ref_25_1_100x100_256s_sp3,0.8995322385436196,0.0948233616263681,0.8995322385436196,0.0948233616263681,-,0.2183643680029267,0.0429513024260458,3243.6566413569217,195.96846849696848,3197.185032158957,272.6808361689779,3290.1282505548866,281.53103588481383,0.2183148583178669,0.0656534869836717,0.4064245594457278,0.1088354498003735,7.070822739127479,-,11.23349542842198,-,,,,
CI_Ref_25_chip1_100x100_256s_sp1,1.029173987134378,0.0898567382008469,1.029173987134378,0.0898567382008469,-,0.4967519883259993,0.0857319959133856,9532.036603652725,408.32262186024457,9564.945462255264,579.6168939125668,9499.12774505018,575.2857641054969,0.3756111349373731,0.1029001564779213,0.5688223612854542,0.15849806174657,8.236921351439081,-,19.58406347820293,-,,,,
CI_Ref_25_chip1_100x100_256s_sp2,0.9731546512397584,0.0840354568519825,0.9731546512397584,0.0840354568519825,-,0.4785133207391512,0.0823525589916286,9329.324358330585,391.5944205586205,9341.56202078041,554.1362720168338,9317.086695880762,553.4598024119301,0.2974019547505434,0.075363553854381,0.5468263664631202,0.142625428414625,12.97728118897858,-,13.584117007235932,-,,,,
CI_Ref_25_chip1_100x100_256s_sp4,0.8828087198791978,0.0792724240893647,0.8828087198791978,0.0792724240893647,-,0.4003110583389533,0.0701056055172127,8111.579740966183,367.4194500056663,8136.538144903644,521.5261400030084,8086.621337028722,517.6859030951372,0.3413113347832706,0.0834200694734444,0.4868093250506221,0.1265510821787001,16.271189361520513,-,13.345844371212422,-,,,,
CI_Ref_25_chip1_100x100_256s_sp5,0.9180528208750458,0.0833195744933915,0.9180528208750458,0.0833195744933915,-,0.4908658969824196,0.0858798938969494,8836.972678972552,409.7963944647919,8857.039365704617,580.8840327007944,8816.905992240487,578.1920790002539,0.4450567348146708,0.1143926466824515,0.6506008685027018,0.1701025264961834,15.27577148368573,-,16.19551184584176,-,,,,
CI_Ref_25_chip1_100x100_256s_sp6,0.8107732947471259,0.0677532037554502,0.8107732947471259,0.0677532037554502,-,0.4016839757186822,0.0684960649435344,7705.900230962306,301.0217094740847,7738.583752619381,427.6619741194773,7673.216709305233,423.74699313509296,0.0751160288078108,0.0181723606670703,0.5341834960258821,0.137867680305921,2.120684019577958,*,8.955614989076441,-,,,,
CI_Ref_25_chip1_100x100_256s_sp7,0.9847830495336984,0.088308680877123,0.9847830495336984,0.088308680877123,-,0.4875989635489382,0.0848113164632156,9486.701150261506,428.9114894010153,9549.66741633754,610.5022227894835,9423.734884185473,602.6170416855872,0.4270037030063083,0.1065013728828982,0.4043017185207735,0.1050966788191852,21.896445234446844,-,11.9679721369511,-,,,,
CI_Ref_27_1_100x100_256s_sp1,1.2041841742415855,0.1113335759975932,1.2041841742415855,0.1113335759975932,-,0.3454032603374217,0.0601317797357215,4803.039645763036,233.5739785992772,4789.109643539051,328.7734800932323,4816.96964798702,331.8662572515732,0.4142990014631215,0.0975544942993021,0.6904620862240791,0.1755917121416592,12.029641063380296,-,12.027034238149952,-,,,,
CI_Ref_27_chip1_100x100_256s_sp2,1.0859138202821617,0.1494444198542519,1.0859138202821617,0.1494444198542519,-,0.3997342341601229,0.0836433651398655,5559.543774370171,480.6264546790968,5483.997202124408,669.7275495134493,5635.090346615935,689.5448971403542,0.2084100917489357,0.0695134999616824,0.6784336521652374,0.1911787459415542,5.212090585178918,-,6.377060946841784,-,,,,
CI_Ref_27_chip1_100x100_256s_sp3,1.0053650324875802,0.1527986712631577,1.0053650324875802,0.1527986712631577,-,0.3599350558015574,0.0807996076274117,4058.811464822348,398.8507805192973,4086.724064076584,566.696544761211,4030.898865568113,561.4114414928816,0.6731549977785677,0.1820463141308809,0.853173048148634,0.2432574761516511,18.08924122561882,-,12.638699797460973,-,,,,
CI_Ref_27_chip2_100x100_256s_sp1,1.1700974329146632,0.1922687408742959,1.1700974329146632,0.1922687408742959,-,0.3300939296998201,0.0788815144709038,4580.999938012639,492.434234494984,4604.099568622667,697.7636110874201,4557.900307402612,695.0480877269479,0.1153901556599303,0.0323172733961764,0.92446296608796,0.2736412522623334,3.058460641257259,*,14.59042914587708,-,,,,
CI_Ref_27_chip3_100x100_256s_sp1,1.3379301899400908,0.1540805891061621,1.3379301899400908,0.1540805891061621,-,0.4246296667983621,0.0806432845410602,6036.401707899604,412.1758117053759,5982.874690124654,577.0935344735304,6089.928725674553,588.6583486953957,0.4452796820215687,0.1103839980905104,0.8571349053614151,0.2260787364639002,14.261002391751282,-,12.949847847949576,-,,,,
CI_Ref_27_chip3_100x100_256s_sp2,1.0503614024031511,0.1200679203330004,1.0503614024031511,0.1200679203330004,-,0.3511877472933843,0.0672732720596743,4991.871519728527,339.159384627525,4962.344168123424,475.8545503632573,5021.398871333632,483.40335085957776,0.1802789671556118,0.0449210721222985,0.4567460242584796,0.1199480932423616,5.6242552856875845,-,13.150909477882104,-,,,,
CI_Ref_28_1_100x100_256s_sp1,1.3715311700932908,0.1569825569260894,1.3715311700932908,0.1569825569260894,-,0.6103222751226812,0.1141952463178227,9119.623015696156,616.8081406811954,9153.056634535971,874.8094631774688,9086.189396856344,869.7801634766811,0.546157062957756,0.1392199408861316,1.1524654253497932,0.3076512162576401,6.687509125635194,-,5.394122605419156,-,,,,
CI_Ref_28_1_100x100_256s_sp2,1.3337815574054332,0.1502130369763333,1.3337815574054332,0.1502130369763333,-,0.5025582626374498,0.0938749230891472,7721.803186943239,511.2113918163826,7708.090433621971,721.7300743814128,7735.515940264507,724.1919967969632,0.4706939553293195,0.118792499525855,1.037063155339924,0.2725074727060714,3.8692968850636897,*,5.304216964350775,-,,,,
CI_Ref_28_1_100x100_256s_sp3,1.272905995376135,0.1512873121953173,1.272905995376135,0.1512873121953173,-,0.4807741867873104,0.0922047615300435,7160.635206972002,512.0174699963861,7109.246591881747,718.2891479877745,7212.023822062258,729.868658190635,0.451332284495527,0.1159163490277666,0.7450673385106523,0.1984031640630302,12.258420902071489,-,8.568388261852173,-,,,,
CI_Ref_28_1_100x100_256s_sp4,1.3487238924772362,0.156819331948315,1.3487238924772362,0.156819331948315,-,0.5775917363107346,0.1087816240500065,9124.481612263337,630.0503020613025,9121.652953787416,890.0596845892165,9127.310270739255,891.9906335713949,0.4723757568255422,0.1188170303289697,1.0118674181650322,0.2717526639142004,5.284884416761989,-,6.510524505667472,-,,,,
CI_Ref_28_2_100x100_256s_sp1,1.3290510134869258,0.1495306954063118,1.3290510134869258,0.1495306954063118,-,0.4820928596197724,0.0903797001417143,7946.150740066058,526.3632130090812,7888.461349572579,739.1635130407843,8003.840130559537,749.580035103777,0.5244743956871576,0.1312239848264782,0.9033462975928092,0.2376533345365908,5.1977473347021785,-,15.73525141427218,-,,,,
CI_Ref_28_2_100x100_256s_sp2,1.367687827781998,0.1560982080486412,1.367687827781998,0.1560982080486412,-,0.479949544584472,0.0903420308264039,7427.024232823343,501.5261644113481,7430.925547788563,708.9430756218156,7423.122917858122,709.5869854249829,0.4341826119243381,0.219871173535199,1.2729613621334248,0.3369956012572305,7.5939487136874595,-,4.282434776123913,-,,,,
CI_Ref_4_100x100_256s_sp3,1.0738185002508422,0.0915713563575443,1.0738185002508422,0.0915713563575443,-,0.4644277043909403,0.0774088470990443,8172.111153431222,339.6345829742577,8222.712687484369,483.32801005238576,8121.5096193780755,477.2846472569514,0.376720540661749,0.0865470576317526,0.5720495541309767,0.1416045047055039,8.485632195967506,-,15.276601580730398,-,,,,
CI_Ref_4_100x100_256s_sp5,1.149515107794694,0.0942351517418801,1.149515107794694,0.0942351517418801,-,0.4976212633440832,0.0816747599874704,8738.089616448531,332.1832344352313,8773.098791748609,471.5466828921606,8703.080441148453,468.0027038520264,0.3977110623699076,0.0915274858377367,0.6416248059227692,0.1573570962973997,17.35257179392506,-,13.757841712772068,-,,,,
CI_Ref_6_1_100x100_256s_040523_sp1,1.0129504108665843,0.0950807536558449,1.0129504108665843,0.0950807536558449,-,0.279149173738911,0.0492279845597914,4780.31806338438,239.1367488272828,4761.1944641438095,336.0044231372618,4799.441662624952,340.36240419724334,0.6273964266746063,0.2029376607032637,0.9759769139365544,0.2884948079622867,5.452126633619835,-,4.412910145906891,-,,,,
CI_Ref_6_1_100x100_256s_040523_sp2,0.9773310166144236,0.0911696191578163,0.9773310166144236,0.0911696191578163,-,0.2178728039321105,0.0390564403838813,4494.764719300892,221.3288199992079,4437.261960803472,308.62985319945244,4552.267477798311,317.3222336412176,0.6024022281578694,0.1450476007551397,0.8052009584286708,0.2071938498075942,14.259429608624805,-,7.354272175542846,-,,,,
CI_Ref_6_1_100x100_256s_060223_sp1,1.012085390692199,0.080150396016249,1.012085390692199,0.080150396016249,-,0.2848413588889091,0.0467321685263011,4690.337253754438,163.6723950961504,4710.455828410459,232.4324916280309,4670.218679098417,230.4989121484672,0.4664427041697907,0.1075595040265693,0.6091683629214323,0.1493791511097241,27.533358454578124,-,17.978927768489324,-,,,,
CI_Ref_6_1_100x100_256s_060223_sp2,1.081503037196561,0.0860226328908316,1.081503037196561,0.0860226328908316,-,0.2772796723142419,0.0456111925892778,4887.312937597231,171.75648222176386,4892.005765822302,242.75947635137896,4882.62010937216,243.04113516519095,0.3136401599018631,0.0739565490422216,0.4616231228041003,0.1130906375594072,17.985667891135133,-,10.346656042671968,-,,,,
CI_Ref_6_2_100x100_256s_sp2,1.0534316774597343,0.0980572239079868,1.0534316774597343,0.0980572239079868,-,0.2850904060394507,0.0501105556148438,4910.519325269435,241.89814265595788,4892.8128980907,340.8191967355453,4928.225752448171,343.367326369511,0.4592086922158802,0.1073848451193053,0.5630770468708205,0.1412419892589423,10.669502224905244,-,14.1048024893461,-,,,,
CI_Ref_6_chip1_100x100_256s_sp1,1.0086734162233395,0.0928344973239778,1.0086734162233395,0.0928344973239778,-,0.2917227113677393,0.0508130116681976,4744.401823414217,227.94655765002005,4708.4961978919655,319.97460040399744,4780.307448936468,324.73802930097014,0.4538915794940715,0.1115501071426334,0.7006323865883471,0.175719282049556,14.17113821484694,-,9.79978530927554,-,,,,
CI_Ref_6_chip1_100x100_256s_sp2,1.010299075589696,0.0927574292200121,1.010299075589696,0.0927574292200121,-,0.2667824880801091,0.0468114895676405,4643.603226942574,222.8536345524537,4635.594956117504,313.9418579585832,4651.611497767643,316.3786964295592,0.3620998454730587,0.0888360097581912,0.6996814582585422,0.1752417521117801,14.825002783721809,-,16.77700623089537,-,,,,
CI_Ref_6_chip1_100x100_256s_sp4,1.0392224040726885,0.0975509856718036,1.0392224040726885,0.0975509856718036,-,0.2865926581857945,0.0504314815323233,4864.134701642015,242.20496235674224,4825.843223033105,339.09684929776904,4902.426180250926,345.92817456409915,0.4094224837782154,0.097120501344705,0.6580812898308833,0.1659368117844167,11.338438072087037,-,13.087158401985548,-,,,,
CI_Ref_6_chip1_100x100_256s_sp5,1.0151139179192787,0.0923591156668866,1.0151139179192787,0.0923591156668866,-,0.2764017092127663,0.0480002103664905,4779.884493082806,224.6146371346684,4738.667691638847,315.2777374353197,4821.101294526766,320.0107640974292,0.4884360838794384,0.1140936844642332,0.6117377673871836,0.1525795313344447,24.8985288188606,-,11.135646285396192,-,,,,
CI_Ref_8_1_100x100_256s_sp1,0.8232521899904349,0.0789765044443033,0.8232521899904349,0.0789765044443033,-,0.4449761008791453,0.0947501249247741,8168.489711973745,435.4539474649591,8205.0311466081,619.0084792389987,8131.94827733939,612.6247334881965,0.8256855336063739,0.2990412064879496,0.3671157154668086,0.1325550805785097,28.563834440427343,-,7.354327441819875,-,,,,
CI_Ref_8_1_100x100_256s_sp2,0.8714047403914696,0.082357508017425,0.8714047403914696,0.082357508017425,-,0.4584712857196937,0.097014524777609,8440.535370270845,438.1749238435302,8451.941352795553,621.5204636585083,8429.129387746136,617.8198514088447,0.1464816397939459,0.0568610010431733,0.591196310617718,0.213984305845163,3.117165333897115,*,9.758423846338944,-,,,,
CI_Ref_8_1_100x100_256s_sp3,0.8827840571577026,0.086411190469564,0.8827840571577026,0.086411190469564,-,0.4584666306361191,0.0978963025829185,8457.393529104596,463.71778812986327,8479.563823589684,657.0160292147305,8435.223234619507,654.5736669521006,0.3073453989081243,0.1136985858846728,0.533334851685439,0.1939146374473844,10.54524295066926,-,10.947118259102451,-,,,,
CI_Ref_8_1_100x100_256s_sp4,0.8758503717584997,0.0828360765474253,0.8758503717584997,0.0828360765474253,-,0.4712500297721446,0.0996191431855049,8675.872926780923,449.4994073915255,8643.598440109796,633.3585435313647,8708.14741345205,638.0092666389406,0.3392949845330206,0.1242910512100845,0.8570867676959815,0.3097085819250005,11.945974898339278,-,16.76102590134303,-,,,,
CI_Ref_8_2_100x100_256s_sp1,0.9564246146811544,0.0890772388673137,0.9564246146811544,0.0890772388673137,-,0.4983400466217051,0.104803080215484,9286.068478695785,470.042879832794,9339.139320613276,667.8989634031863,9232.99763677829,661.5679936416021,0.6923258715428792,0.2495605910331409,0.6610861417432317,0.2385094325148147,18.363520774575782,-,11.82921854483835,-,,,,
CI_Ref_9_1_100x100_256s_sp1,1.63611246080324,0.1305641381742356,1.63611246080324,0.1305641381742356,-,0.6265859099188428,0.1265271200202554,8791.134458559387,338.5413358294794,8890.652992844938,484.43144631627297,8691.615924273838,473.0402922381532,0.7667408455234732,0.2706352083778599,1.1512587883953842,0.4072247724424821,20.820372045300417,-,10.24213263220262,-,,,,
CI_Ref_9_1_100x100_256s_sp4,1.5803823527631595,0.1261966524930942,1.5803823527631595,0.1261966524930942,-,0.6054267779698873,0.1222392383229533,8389.586639835792,323.2045828784263,8494.29404703181,463.1276748302119,8284.879232639774,450.95184485799774,0.8702075404460385,0.3079217758641503,1.169764155915691,0.4143518841631537,20.16303365630071,-,16.807436417874936,-,,,,
CI_Ref_bas_1_1_100x100_256s_sp1,1.7401302121465276,0.893712671037438,1.7401302121465276,0.893712671037438,-,0.1315201541362227,0.0841585959769554,11496.928520393052,3199.5451009817243,11666.789669406411,5297.246490133327,11327.06737137969,3589.921313292919,15.249647538771942,9.44810360515006,22.688514898794104,11.213245846371366,8.047139579732614,-,7.422039291885745,-,,,,
CI_Ref_bas_1_1_100x100_256s_sp2,1.8234534729405305,0.569735393912471,1.8234534729405305,0.569735393912471,-,0.3895908249684829,0.1545669573053285,10825.689128683698,8474.733212542495,10924.866937522023,3196.407708993718,10726.511319845376,16645.341385894397,9.560489837770632,4.4723633073384494,15.872687746390811,7.556179304710008,7.243075486905707,-,7.735673752321365,-,,,,
CI_Ref_bas_1_2_100x100_256s_sp1,1.6017244707528513,0.4471428495022164,1.6017244707528513,0.4471428495022164,-,0.286693266459819,0.1178715249580647,12760.211799007984,3610.019589253344,13004.779167884317,6345.567502158962,12515.644430131651,3444.2326888170005,1.3210283573463963,0.6384998068918178,4.579822798797239,2.105298774101007,7.314089688116044,-,8.395148020016075,-,,,,
CI_Ref_bas_1_2_100x100_256s_sp2,2.9579677321797906,0.7421337484021193,2.9579677321797906,0.7421337484021193,-,0.0796144877680134,0.0539599532249398,11573.20985958813,1991.015864783872,11086.701745257393,2687.363256176417,12059.717973918869,2938.478419971322,2.266331821569703,0.9890915965762096,0.8503931691183406,0.4180681770153759,7.878812223011619,-,4.52548614333367,-,,,,
CI_Ref_bas_2_1_100x100_256s_sp1,1.5817803756004412,0.3839144588975104,1.5817803756004412,0.3839144588975104,-,0.7612592921513346,0.2424720583086932,3322.938856950489,557.6152191837123,3413.2592607740044,803.6931857456668,3232.6184531269746,773.1857434324426,2.81863334346134,1.201741914462918,10.92374643417478,4.657919337648212,6.67217060737499,-,6.541078975985211,-,,,,
CI_Ref_bas_2_2_100x100_256s_sp1,1.6659623538307764,10.15929606045378,1.6659623538307764,10.15929606045378,-,0.1763529878777966,0.2619695211197283,2868.846482226906,3519.3481871617546,3335.425120229559,4949.68165058476,2402.2678442242536,5004.387895415326,2.658004982153512,2.0463644339503184,4.571942898974967,11.955346628524351,8.876646858505678,-,13.225699567317116,-,,,,
CI_Ref_bas_2_2_100x100_256s_sp2,1.868588951538917,9.333178541274314,1.868588951538917,9.333178541274314,-,1.6570651628334881e-34,0.0607293728801474,3131.11832741709,8973.524771531154,3445.668193548216,5573.263814714072,2816.568461285964,17059.757259490292,5.919746692871238,4.867964734610852,0.9289921351148808,1.0096763311352348,17.06838258695583,-,5.475583674140562,-,,,,
CI_Ref_bas_2_2_100x100_256s_sp3,1.6093720568686662,0.7280163205246725,1.6093720568686662,0.7280163205246725,-,0.4502934061419095,1.078345877396951,4018.712880163498,1890.9768878359291,3632.1935429636874,2149.6213378190546,4405.232217363309,3111.639835410205,1.3062158304819889,0.880416720876666,5.621890258382206,3.524844635362261,4.670935073583958,-,12.629116127983378,-,,,,
CI_Ref_bas_2_3_100x100_256s_sp1,1.7525127246429957,0.5487641233695084,1.7525127246429957,0.5487641233695084,-,2.657922973463946e-34,0.0229976850309122,3519.657484688686,979.8418583542248,3683.06096669644,1013.1939448528092,3356.2540026809324,1677.4380166330575,5.387290636194368,2.441225023936262,2.046602327299872,0.9357151635704536,7.364886751262023,-,6.728150973892942,-,,,,
CI_Ref_bas_3_1_100x100_256s_051423_sp1,1.654543172573497,0.2349859153387352,1.654543172573497,0.2349859153387352,-,0.7382869664090203,0.1744708998880096,16795.04685992513,1531.644449413091,16997.243703319782,2191.7935460436306,16592.850016530476,2140.042039118206,1.3356733990032257,0.5096742249346574,1.507190968453184,0.5622987478056638,6.327933950551135,-,12.343248240484767,-,,,,
CI_Ref_bas_3_1_100x100_256s_060223_sp1,1.313543038163032,0.1865736198672628,1.313543038163032,0.1865736198672628,-,0.3869514521980224,0.0950271928442797,5946.480264610918,545.9310046904372,6010.900667045234,779.1723725948717,5882.059862176604,764.8876135185609,1.0022173628910669,0.3633472360430859,0.9360470153074152,0.3419067023972024,10.538152487817312,-,7.124440415885449,-,,,,
CI_Ref_bas_3_1_100x100_256s_sp2,1.4492001637904024,0.2172651842818045,1.4492001637904024,0.2172651842818045,-,0.3399126573858886,0.0870325205597871,6841.227447758835,667.2140342406811,6890.613540712478,949.0967096689365,6791.841354805192,938.0371557920816,1.1318618556400146,0.4256769809872341,1.984893038814912,0.7398203702872942,4.333681479693103,-,6.098127403041038,-,,,,
